tenTram,ngay,rain,rain_max_intensity,rain_hours,rain_lag1,rain_lag2,rain_lag3,rain_lag7,rain_roll3,rain_roll7,rain_mean3,rain_mean7
Hóc Môn,2007-01-01,0.1,0.1,1,,,,,0.1,0.1,0.1,0.1
Hóc Môn,2007-01-02,0.0,0.0,0,0.1,,,,0.1,0.1,0.05,0.05
Hóc Môn,2007-01-03,3.3,2.8,3,0.0,0.1,,,3.4,3.4,1.1333333333333333,1.1333333333333333
Hóc Môn,2007-01-04,1.9,0.6,6,3.3,0.0,0.1,,5.199999999999999,5.3,1.7333333333333332,1.325
Hóc Môn,2007-01-05,1.4,0.4,5,1.9,3.3,0.0,,6.6,6.699999999999999,2.1999999999999997,1.3399999999999999
Hóc Môn,2007-01-06,20.6,2.5,17,1.4,1.9,3.3,,23.900000000000002,27.3,7.966666666666668,4.55
Hóc Môn,2007-01-07,2.3,0.4,9,20.6,1.4,1.9,,24.300000000000004,29.6,8.100000000000001,4.228571428571429
Hóc Môn,2007-01-08,1.3,0.3,8,2.3,20.6,1.4,0.1,24.200000000000003,30.8,8.066666666666668,4.4
Hóc Môn,2007-01-09,0.0,0.0,0,1.3,2.3,20.6,0.0,3.5999999999999996,30.8,1.2,4.4
Hóc Môn,2007-01-10,0.0,0.0,0,0.0,1.3,2.3,3.3,1.3,27.500000000000004,0.43333333333333335,3.9285714285714293
Hóc Môn,2007-01-11,0.0,0.0,0,0.0,0.0,1.3,1.9,0.0,25.6,0.0,3.6571428571428575
Hóc Môn,2007-01-12,0.1,0.1,1,0.0,0.0,0.0,1.4,0.1,24.3,0.03333333333333333,3.4714285714285715
Hóc Môn,2007-01-13,0.0,0.0,0,0.1,0.0,0.0,20.6,0.1,3.6999999999999997,0.03333333333333333,0.5285714285714286
Hóc Môn,2007-01-14,0.0,0.0,0,0.0,0.1,0.0,2.3,0.1,1.4000000000000001,0.03333333333333333,0.2
Hóc Môn,2007-01-15,0.0,0.0,0,0.0,0.0,0.1,1.3,0.0,0.1,0.0,0.014285714285714287
Hóc Môn,2007-01-16,1.5,0.5,5,0.0,0.0,0.0,0.0,1.5,1.6,0.5,0.2285714285714286
Hóc Môn,2007-01-17,0.4,0.2,3,1.5,0.0,0.0,0.0,1.9,2.0,0.6333333333333333,0.2857142857142857
Hóc Môn,2007-01-18,0.8999999999999999,0.5,3,0.4,1.5,0.0,0.0,2.8,2.9,0.9333333333333332,0.41428571428571426
Hóc Môn,2007-01-19,0.0,0.0,0,0.8999999999999999,0.4,1.5,0.1,1.2999999999999998,2.8,0.4333333333333333,0.39999999999999997
Hóc Môn,2007-01-20,0.0,0.0,0,0.0,0.8999999999999999,0.4,0.0,0.8999999999999999,2.8,0.3,0.39999999999999997
Hóc Môn,2007-01-21,0.0,0.0,0,0.0,0.0,0.8999999999999999,0.0,0.0,2.8,0.0,0.39999999999999997
Hóc Môn,2007-01-22,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.8,0.0,0.39999999999999997
Hóc Môn,2007-01-23,0.0,0.0,0,0.0,0.0,0.0,1.5,0.0,1.2999999999999998,0.0,0.1857142857142857
Hóc Môn,2007-01-24,0.0,0.0,0,0.0,0.0,0.0,0.4,0.0,0.8999999999999999,0.0,0.12857142857142856
Hóc Môn,2007-01-25,0.0,0.0,0,0.0,0.0,0.0,0.8999999999999999,0.0,0.0,0.0,0.0
Hóc Môn,2007-01-26,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hóc Môn,2007-01-27,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hóc Môn,2007-01-28,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hóc Môn,2007-01-29,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hóc Môn,2007-01-30,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hóc Môn,2007-01-31,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hóc Môn,2007-02-01,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hóc Môn,2007-02-02,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hóc Môn,2007-02-03,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hóc Môn,2007-02-04,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hóc Môn,2007-02-05,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hóc Môn,2007-02-06,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hóc Môn,2007-02-07,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hóc Môn,2007-02-08,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hóc Môn,2007-02-09,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hóc Môn,2007-02-10,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hóc Môn,2007-02-11,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hóc Môn,2007-02-12,0.1,0.1,1,0.0,0.0,0.0,0.0,0.1,0.1,0.03333333333333333,0.014285714285714287
Hóc Môn,2007-02-13,0.0,0.0,0,0.1,0.0,0.0,0.0,0.1,0.1,0.03333333333333333,0.014285714285714287
Hóc Môn,2007-02-14,0.0,0.0,0,0.0,0.1,0.0,0.0,0.1,0.1,0.03333333333333333,0.014285714285714287
Hóc Môn,2007-02-15,0.0,0.0,0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.014285714285714287
Hóc Môn,2007-02-16,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.014285714285714287
Hóc Môn,2007-02-17,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.014285714285714287
Hóc Môn,2007-02-18,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.014285714285714287
Hóc Môn,2007-02-19,0.0,0.0,0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0
Hóc Môn,2007-02-20,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hóc Môn,2007-02-21,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hóc Môn,2007-02-22,0.30000000000000004,0.2,2,0.0,0.0,0.0,0.0,0.30000000000000004,0.30000000000000004,0.10000000000000002,0.042857142857142864
Hóc Môn,2007-02-23,0.0,0.0,0,0.30000000000000004,0.0,0.0,0.0,0.30000000000000004,0.30000000000000004,0.10000000000000002,0.042857142857142864
Hóc Môn,2007-02-24,0.0,0.0,0,0.0,0.30000000000000004,0.0,0.0,0.30000000000000004,0.30000000000000004,0.10000000000000002,0.042857142857142864
Hóc Môn,2007-02-25,0.1,0.1,1,0.0,0.0,0.30000000000000004,0.0,0.1,0.4,0.03333333333333333,0.05714285714285715
Hóc Môn,2007-02-26,0.30000000000000004,0.2,2,0.1,0.0,0.0,0.0,0.4,0.7000000000000001,0.13333333333333333,0.1
Hóc Môn,2007-02-27,0.1,0.1,1,0.30000000000000004,0.1,0.0,0.0,0.5,0.8,0.16666666666666666,0.1142857142857143
Hóc Môn,2007-02-28,0.0,0.0,0,0.1,0.30000000000000004,0.1,0.0,0.4,0.8,0.13333333333333333,0.1142857142857143
Hóc Môn,2007-03-01,0.0,0.0,0,0.0,0.1,0.30000000000000004,0.30000000000000004,0.1,0.5,0.03333333333333333,0.07142857142857142
Hóc Môn,2007-03-02,0.0,0.0,0,0.0,0.0,0.1,0.0,0.0,0.5,0.0,0.07142857142857142
Hóc Môn,2007-03-03,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.07142857142857142
